3.0212765957446805 0 1:0.058602601443838144 2:0.23959640295606166 3:0.7977496932564726 4:0.7183868111438542 5:0.6106052134324589 6:0.9793304174741638
2.9230769230769234 0 1:0.06047549573258216 2:0.1372279490274884 3:0.7973497358128286 4:0.7220905777574933 5:0.6749536598615815 6:0.9648330427792725
2.9473684210526314 0 1:0.08069820445579765 2:0.19862247215424259 3:0.6589691534267735 4:0.5521991601053506 5:0.5592519394624015 6:0.9531409363178814
1.9310344827586206 0 1:0.053620779449381484 2:0.18608076299731455 3:0.5245789535463727 4:0.38589150633684577 5:0.2186683236844115 6:0.9101079859488592
4.0 0 1:0.05684222755908883 2:0.2152298242522971 3:0.7407029686890599 4:0.638867844123296 5:0.3894561424462536 6:0.8820379344684794
1.1111111111111112 0 1:0.05684222755908883 2:0.18315316343534443 3:0.6952300568868487 4:0.6212283125141529 5:0.33087629255540896 6:0.977459735510973
1.0232558139534884 0 1:0.05684222755908883 2:0.11434702115928928 3:0.8100711733879196 4:0.7591097367544897 5:0.5600242675133497 6:0.9236738685382208
7.333333333333333 0 1:0.053620779449381484 2:0.23034730494395925 3:0.4654034182844321 4:0.30751221714520194 5:0.07789122848925072 6:0.9695096903539399
0.7317073170731707 0 1:0.0551845297335377 2:0.1773761404385655 3:0.6342928249213745 4:0.5332113090428559 5:0.4440142525749278 6:0.8647107311229042
3.5 0 1:0.08621320899497534 2:0.13912318139513544 3:0.5954182163832528 4:0.4425690647330044 5:0.2694593786502162 6:0.9016873920030167
1.8333333333333333 0 1:0.053620779449381484 2:0.13177101416891746 3:0.585651510266662 4:0.4579782784103046 5:0.5724014637666026 6:0.996164454007946
2.0 0 1:0.0551845297335377 2:0.29573575603483276 3:0.7006107342818573 4:0.5541907447935985 5:0.385888436792947 6:0.9218027859841581
2.833333333333333 0 1:0.05684222755908883 2:0.06334715839840392 3:0.6498692677865548 4:0.5009174284398706 5:0.3703640288716974 6:0.9587532343409688
4.4 0 1:0.0551845297335377 2:0.13530496703180558 3:0.4607433664888487 4:0.29392721985744225 5:0.18085783177448217 6:0.6184516711511874
0.8148148148148148 0 1:0.07901339218765992 2:0.11881470784347212 3:0.6389420667196388 4:0.5521991601053506 5:0.3962687305984029 6:0.9592209185994802
1.375 0 1:0.05214321027769021 2:0.21007024789661916 3:0.689838716476051 4:0.5452835526414126 5:0.6186522121145669 6:0.9236738685382208
2.0 0 1:0.058602601443838144 2:0.2772483934859483 3:0.6057196654315877 4:0.4714693437837597 5:0.4252418356287176 6:0.6282747532761892
3.333333333333333 0 1:0.05074488887700375 2:0.2218083422870382 3:0.5601213745800485 4:0.36916025048999357 5:0.5129108187368194 6:0.5746221952111263
2.0 0 1:0.058602601443838144 2:0.11881470784347212 3:0.6332866973511374 4:0.5868853411321706 5:0.4774173839481444 6:0.9802656868211116
3.0 0 1:0.05684222755908883 2:0.22240851389058955 3:0.4425427433566707 4:0.2864388494801547 5:0.24690935258113159 6:0.954046060141811
1.3333333333333333 0 1:0.05214321027769021 2:0.20763595653536332 3:0.6936940420309352 4:0.5782787296186968 5:0.33087629255540896 6:0.9325611371653252
2.5 0 1:0.05074488887700375 2:0.18608076299731455 3:0.5433585950567029 4:0.36916025048999357 5:0.12345467629056579 6:0.7669087350303135
2.2857142857142856 0 1:0.053620779449381484 2:0.20099324634650007 3:0.47313423466470594 4:0.31958446074375874 5:0.0 6:0.9816684525880611
1.1111111111111112 0 1:0.058602601443838144 2:0.252749435195314 3:0.48724348627331565 4:0.313716095368951 5:0.0 6:0.9994375964890027
2.5 0 1:0.0551845297335377 2:0.17221374699518088 3:0.5710314788388491 4:0.40306487407891894 5:0.07789122848925072 6:0.9526733674888579
2.5 0 1:0.05214321027769021 2:0.17510675656394764 3:0.6197911604250221 4:0.39763682703701814 5:0.07789122848925072 6:0.8764234424190509
4.0 0 1:0.053620779449381484 2:0.21459585363744352 3:0.5180834519907641 4:0.31958446074375874 5:0.23367368546775213 6:0.5746930060170121
2.6666666666666665 0 1:0.05684222755908883 2:0.17221374699518088 3:0.4457393545910086 4:0.24991871812179373 5:0.2587490602637329 6:0.8567715853948974
2.571428571428571 0 1:0.053620779449381484 2:0.14501043360095356 3:0.5493006555432448 4:0.4479522334115597 5:0.12345467629056579 6:0.9657683812083276
1.2222222222222223 0 1:0.08245643310845509 2:0.11881470784347212 3:0.5994777005158064 4:0.4965314450284329 5:0.3962687305984029 6:0.9592209185994802
6.0 0 1:0.05214321027769021 2:0.13949896798634617 3:0.5742422397849164 4:0.3919229646352102 5:0.0 6:0.8099730890893372
1.894736842105263 0 1:0.06688862335359515 2:0.13530496703180558 3:0.6853757184226908 4:0.5948593423876475 5:0.5069001192808378 6:0.9685743697532676
1.6666666666666665 0 1:0.05214321027769021 2:0.13374604874102394 3:0.5227324654138016 4:0.30751221714520194 5:0.0 6:0.8661299198332197
6.0 0 1:0.053620779449381484 2:0.21648865808128998 3:0.43786728585006884 4:0.2384830647363997 5:0.07789122848925072 6:0.732263157721875
6.0 0 1:0.053620779449381484 2:0.15670786934272418 3:0.47895971166056084 4:0.34494062426585376 5:0.27923713326906724 6:0.5746930060170121
3.6 0 1:0.06460494491667773 2:0.08029717416530516 3:0.5155211937446508 4:0.4131687522256421 5:0.2587490602637329 6:0.9433190286166003
1.7142857142857142 0 1:0.05684222755908883 2:0.28977812861865815 3:0.5736394503074083 4:0.3493713749784848 5:0.12345467629056579 6:0.977459735510973
4.666666666666666 0 1:0.05684222755908883 2:0.23034730494395925 3:0.5970640924535832 4:0.43295762773715085 5:0.2013459047798165 6:0.5746221952111263
4.0 0 1:0.05214321027769021 2:0.15670786934272418 3:0.43786728585006884 4:0.2783952946688183 5:0.18085783177448217 6:0.8534804650679887
2.25 0 1:0.05684222755908883 2:0.15670786934272418 3:0.6853757184226908 4:0.6270966778889606 5:0.27923713326906724 6:0.9016873920030167
5.0 0 1:0.0551845297335377 2:0.18288375344543656 3:0.40612577505278047 4:0.2256990918976539 5:0.0 6:0.6400013214962836
